,ASX code,Company name,GICs industry group,Listing date,Market Cap
1871,TOT.AX,360 CAPITAL REIT,Equity Real Estate Investment Trusts (REITs),22/04/2015,98939028
1872,TOU.AX,TLOU ENERGY LIMITED,Energy,09/04/2013,38934155
1873,TOY.AX,TOYS'R'US ANZ LIMITED,Consumer Discretionary Distribution & Retail,14/09/2000,9493953
1874,TPC.AX,TPC CONSOLIDATED LIMITED,Utilities,16/07/2007,51213165
1875,TPD.AX,TALON ENERGY LTD,Energy,28/02/2013,112922621
1876,TPG.AX,TPG TELECOM LIMITED.,Telecommunication Services,30/06/2020,9519829345
1877,TPO.AX,TIAN POH RESOURCES LIMITED,Materials,11/11/2014,SUSPENDED
1878,TPW.AX,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary Distribution & Retail,10/12/2015,633190965
1879,TRA.AX,TURNERS AUTOMOTIVE GROUP LIMITED,Consumer Discretionary Distribution & Retail,28/07/2017,290445827
1880,TRE.AX,TOUBANI RESOURCES INC.,Class Pend,28/11/2022,16351840
1881,TRJ.AX,TRAJAN GROUP HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",07/06/2021,244094603
1882,TRM.AX,TRUSCOTT MINING CORPORATION LIMITED,Materials,18/04/2007,--
1883,TRP.AX,TISSUE REPAIR LTD,"Pharmaceuticals, Biotechnology & Life Sciences",18/11/2021,15720859
1884,TRS.AX,THE REJECT SHOP LIMITED,Consumer Discretionary Distribution & Retail,01/06/2004,176747166
1885,TRT.AX,TODD RIVER RESOURCES LIMITED,Materials,06/04/2017,7167023
1886,TRU.AX,TRUSCREEN GROUP LIMITED,Health Care Equipment & Services,06/01/2021,9582766
1887,TRY.AX,TROY RESOURCES LIMITED,Materials,05/03/1987,SUSPENDED
1888,TSI.AX,TOP SHELF INTERNATIONAL HOLDINGS LTD,"Food, Beverage & Tobacco",10/12/2020,19358993
1889,TSK.AX,TASK GROUP HOLDINGS LIMITED,Software & Services,25/11/2020,156213816
1890,TSL.AX,TITANIUM SANDS LIMITED,Materials,22/12/1988,12657581
1891,TSN.AX,THE SUSTAINABLE NUTRITION GROUP LTD,"Food, Beverage & Tobacco",23/12/2003,1126103
1892,TSO.AX,TESORO GOLD LTD,Materials,28/01/2004,29501152
1893,TTA.AX,TTA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,16/02/2006,2061351
1894,TTI.AX,TRAFFIC TECHNOLOGIES LTD.,Transportation,17/02/1998,6819032
1895,TTM.AX,TITAN MINERALS LIMITED,Materials,15/11/2006,63507293
1896,TTT.AX,TITOMIC LIMITED,Materials,21/09/2017,10993538
1897,TUA.AX,TUAS LIMITED,Telecommunication Services,30/06/2020,876449451
1898,TUL.AX,TULLA RESOURCES PLC,Materials,18/03/2021,SUSPENDED
1899,TVL.AX,TOUCH VENTURES LIMITED,Financial Services,29/09/2021,62492291
1900,TVN.AX,TIVAN LIMITED,Materials,18/02/1971,108654530
1901,TWD.AX,TAMAWOOD LIMITED,Consumer Durables & Apparel,14/08/2000,74716054
1902,TWE.AX,TREASURY WINE ESTATES LIMITED,"Food, Beverage & Tobacco",10/05/2011,8301254024
1903,TWR.AX,TOWER LIMITED,Insurance,28/09/1999,218203293
1904,TYM.AX,TYMLEZ GROUP LIMITED,Software & Services,13/12/2018,3276586
1905,TYR.AX,TYRO PAYMENTS LIMITED,Financial Services,06/12/2019,509890487
1906,TYX.AX,TYRANNA RESOURCES LIMITED,Materials,11/07/2007,62128507
1907,TZL.AX,TZ LIMITED,Technology Hardware & Equipment,22/01/1987,6570411
1908,TZN.AX,TERRAMIN AUSTRALIA LIMITED.,Materials,23/12/2003,50797505
1909,UBI.AX,UNIVERSAL BIOSENSORS INC.,Health Care Equipment & Services,13/12/2006,43535734
1910,UBN.AX,URBANISE.COM LIMITED,Software & Services,22/09/2014,35424188
1911,UCM.AX,USCOM LIMITED,Health Care Equipment & Services,10/12/2003,8618974
1912,UMG.AX,UNITED MALT GROUP LIMITED,"Food, Beverage & Tobacco",24/03/2020,1322371777
1913,UNI.AX,UNIVERSAL STORE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,16/11/2020,193336441
1914,UNT.AX,UNITH LTD,Media & Entertainment,16/12/1999,24943467
1915,UOS.AX,UNITED OVERSEAS AUSTRALIA LIMITED,Real Estate Management & Development,17/02/1988,852392664
1916,URF.AX,US MASTERS RESIDENTIAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),23/07/2012,229702951
1917,URW.AX,UNIBAIL-RODAMCO-WESTFIELD,Equity Real Estate Investment Trusts (REITs),31/05/2018,10233381168
1918,USL.AX,UNICO SILVER LIMITED,Materials,19/04/2017,32565675
1919,USQ.AX,US STUDENT HOUSING REIT,Equity Real Estate Investment Trusts (REITs),08/03/2022,49431684
1920,UUL.AX,ULTIMA UNITED LIMITED,Real Estate Management & Development,01/06/2007,SUSPENDED
1921,UVA.AX,UVRE LIMITED,Materials,07/06/2022,4908000
1922,VAL.AX,VALOR RESOURCES LIMITED,Materials,29/08/1997,15212139
1923,VAR.AX,VARISCAN MINES LIMITED,Materials,20/08/1987,5070054
1924,VBC.AX,VERBREC LIMITED,Capital Goods,11/12/2007,24362379
1925,VBS.AX,VECTUS BIOSYSTEMS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",23/02/2016,26594760
1926,VCX.AX,VICINITY CENTRES,Equity Real Estate Investment Trusts (REITs),05/12/2011,8398948036
1927,VEA.AX,VIVA ENERGY GROUP LIMITED,Energy,13/07/2018,4663382066
1928,VEE.AX,VEEM LTD,Capital Goods,26/10/2016,54966378
1929,VEN.AX,VINTAGE ENERGY LTD,Energy,17/09/2018,40298711
1930,VG1.AX,VGI PARTNERS GLOBAL INVESTMENTS LIMITED,Not Applic,28/09/2017,552686328
1931,VGL.AX,VISTA GROUP INTERNATIONAL LIMITED.,Software & Services,11/08/2014,367357930
1932,VHM.AX,VHM LIMITED,Materials,09/01/2023,142171331
1933,VHT.AX,VOLPARA HEALTH TECHNOLOGIES LIMITED,Health Care Equipment & Services,27/04/2016,179322607
1934,VIA.AX,VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED,Materials,07/02/1996,SUSPENDED
1935,VIG.AX,VICTOR GROUP HOLDINGS LIMITED,Software & Services,09/05/2014,17166800
1936,VIP.AX,VIP GLOVES LTD,Health Care Equipment & Services,05/02/1997,SUSPENDED
1937,VIT.AX,VITURA HEALTH LIMITED,Health Care Equipment & Services,07/11/2019,258787413
1938,VKA.AX,VIKING MINES LIMITED,Materials,12/05/2010,10252584
1939,VLS.AX,VITA LIFE SCIENCES LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",23/08/2007,96578755
1940,VMC.AX,VENUS METALS CORPORATION LIMITED,Materials,12/06/2007,34433450
1941,VMG.AX,VDM GROUP LIMITED,Capital Goods,15/02/2006,6927661
1942,VML.AX,VITAL METALS LIMITED,Materials,11/10/2005,42449198
1943,VMM.AX,VIRIDIS MINING AND MINERALS LIMITED,Materials,24/01/2022,6725599
1944,VMS.AX,VENTURE MINERALS LIMITED,Materials,22/09/2006,27300182
1945,VMT.AX,VMOTO LIMITED,Automobiles & Components,31/01/2002,69657670
1946,VN8.AX,VONEX LIMITED..,Telecommunication Services,13/06/2018,11216687
1947,VNT.AX,VENTIA SERVICES GROUP LIMITED,Capital Goods,19/11/2021,2463795202
1948,VOL.AX,VICTORY OFFICES LIMITED,Real Estate Management & Development,14/06/2019,SUSPENDED
1949,VPR.AX,VOLT POWER GROUP LIMITED,Utilities,18/04/1991,16074312
1950,VR1.AX,VECTION TECHNOLOGIES LTD,Software & Services,17/03/2017,56329448
1951,VR8.AX,VANADIUM RESOURCES LIMITED,Materials,03/11/2017,38210508
1952,VRC.AX,VOLT RESOURCES LIMITED,Materials,19/12/2003,35454815
1953,VRS.AX,VERIS LIMITED,Commercial & Professional Services,25/06/2008,40638400
1954,VRX.AX,VRX SILICA LIMITED,Materials,24/02/2011,75654409
1955,VSL.AX,VULCAN STEEL LIMITED,Materials,04/11/2021,1021044604
1956,VSR.AX,VOLTAIC STRATEGIC RESOURCES LTD,Energy,21/01/2011,42522282
1957,VTI.AX,VISIONEERING TECHNOLOGIES INC.,Health Care Equipment & Services,28/03/2017,8880821
1958,VTM.AX,VICTORY METALS LIMITED,Materials,22/07/2021,16153591
1959,VTX.AX,VERTEX MINERALS LIMITED,Materials,17/01/2022,5255250
1960,VUK.AX,VIRGIN MONEY UK PLC,Banks,03/02/2016,3852874502
1961,VUL.AX,VULCAN ENERGY RESOURCES LIMITED,Materials,30/05/2018,647587615
1962,VVA.AX,VIVA LEISURE LIMITED,Consumer Services,07/06/2019,116469008
1963,VYS.AX,VYSARN LIMITED,Materials,14/12/2007,54714041
1964,W2V.AX,WAY 2 VAT LTD.,Software & Services,17/09/2021,5658816
1965,WA1.AX,WA1 RESOURCES LTD,Materials,08/02/2022,307372002
1966,WA8.AX,WARRIEDAR RESOURCES LIMITED,Materials,18/05/2011,36738296
1967,WAA.AX,WAM ACTIVE LIMITED,Not Applic,11/01/2008,48794397
1968,WAF.AX,WEST AFRICAN RESOURCES LIMITED,Materials,11/06/2010,829097975
1969,WAK.AX,WA KAOLIN LIMITED,Materials,26/11/2020,49173562
1970,WAM.AX,WAM CAPITAL LIMITED,Not Applic,12/08/1999,1557354339
1971,WAR.AX,WAM STRATEGIC VALUE LIMITED,Not Applic,28/06/2021,176523246
1972,WAT.AX,WATERCO LIMITED,Consumer Durables & Apparel,23/03/1989,141234430
1973,WAX.AX,WAM RESEARCH LIMITED,Not Applic,19/08/2003,201889566
1974,WBC.AX,WESTPAC BANKING CORPORATION,Banks,18/07/1970,73830979238
1975,WBE.AX,WHITEBARK ENERGY LTD,Energy,10/03/2004,7339661
1976,WBT.AX,WEEBIT NANO LTD,Semiconductors & Semiconductor Equipment,21/12/2010,1409702501
1977,WC1.AX,WEST COBAR METALS LIMITED,Materials,01/10/2021,10684703
1978,WC8.AX,WILDCAT RESOURCES LIMITED,Materials,04/08/2004,79861719
1979,WCG.AX,WEBCENTRAL LTD,Software & Services,14/12/1999,42786410
1980,WCN.AX,WHITE CLIFF MINERALS LIMITED,Materials,14/12/2007,7369963
1981,WDS.AX,WOODSIDE ENERGY GROUP LTD,Energy,18/11/1971,67120804405
1982,WEB.AX,WEBJET LIMITED,Consumer Services,19/11/1997,2633123810
1983,WEC.AX,WHITE ENERGY COMPANY LIMITED,Energy,23/07/1999,5348315
1984,WEL.AX,WINCHESTER ENERGY LTD,Energy,23/09/2014,3061266
1985,WES.AX,WESFARMERS LIMITED,Consumer Discretionary Distribution & Retail,15/11/1984,54933182890
1986,WFL.AX,WELLFULLY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",29/05/2000,2464721
1987,WGB.AX,WAM GLOBAL LIMITED,Not Applic,22/06/2018,648300395
1988,WGN.AX,WAGNERS HOLDING COMPANY LIMITED,Materials,08/12/2017,143528279
1989,WGR.AX,WESTERN GOLD RESOURCES LIMITED.,Materials,23/07/2021,3524421
1990,WGX.AX,WESTGOLD RESOURCES LIMITED.,Materials,06/12/2016,644126913
1991,WHC.AX,WHITEHAVEN COAL LIMITED,Energy,01/06/2007,5869032684
1992,WHF.AX,WHITEFIELD INDUSTRIALS LIMITED,Not Applic,02/08/1971,594685311
1993,WHK.AX,WHITEHAWK LIMITED,Software & Services,24/01/2018,7774532
1994,WIA.AX,WIA GOLD LIMITED,Materials,09/03/2011,19458808
1995,WIN.AX,WIDGIE NICKEL LIMITED,Materials,22/09/2021,63966085
1996,WKT.AX,WALKABOUT RESOURCES LTD,Materials,07/11/2006,64521394
1997,WLD.AX,WELLARD LIMITED,"Food, Beverage & Tobacco",10/12/2015,22843763
1998,WLE.AX,WAM LEADERS LIMITED,Not Applic,30/05/2016,1785410196
1999,WMA.AX,WAM ALTERNATIVE ASSETS LIMITED,Not Applic,16/06/2014,195209463
2000,WMC.AX,WILUNA MINING CORPORATION LIMITED.,Materials,28/09/2006,SUSPENDED
2001,WMG.AX,WESTERN MINES GROUP LTD,Materials,20/07/2021,33433585
2002,WMI.AX,WAM MICROCAP LIMITED,Not Applic,28/06/2017,283767996
2003,WML.AX,WOOMERA MINING LIMITED,Materials,15/09/2005,11473935
2004,WNR.AX,WINGARA AG LTD,"Food, Beverage & Tobacco",31/01/1990,4739648
2005,WNX.AX,WELLNEX LIFE LIMITED,"Food, Beverage & Tobacco",15/03/2017,SUSPENDED
2006,WOA.AX,WIDE OPEN AGRICULTURE LTD,"Food, Beverage & Tobacco",06/07/2018,SUSPENDED
2007,WOR.AX,WORLEY LIMITED,Capital Goods,28/11/2002,8385699469
2008,WOT.AX,WOTSO PROPERTY,Equity Real Estate Investment Trusts (REITs),28/10/2011,185837647
2009,WOW.AX,WOOLWORTHS GROUP LIMITED,Consumer Staples Distribution & Retail,12/07/1993,48540902970
2010,WPR.AX,WAYPOINT REIT,Equity Real Estate Investment Trusts (REITs),03/08/2016,1820622842
2011,WQG.AX,WCM GLOBAL GROWTH LIMITED,Not Applic,23/06/2017,212485991
2012,WR1.AX,WINSOME RESOURCES LIMITED,Materials,30/11/2021,292783984
2013,WRK.AX,WRKR LTD,Software & Services,19/12/2016,26703370
2014,WRM.AX,WHITE ROCK MINERALS LIMITED,Materials,08/10/2010,SUSPENDED
2015,WSI.AX,WESTSTAR INDUSTRIAL LIMITED,Materials,07/06/2006,24368353
2016,WSP.AX,WHISPIR LIMITED,Software & Services,19/06/2019,31912820
2017,WSR.AX,WESTAR RESOURCES LIMITED,Materials,17/12/2020,9823948
2018,WTC.AX,WISETECH GLOBAL LIMITED,Software & Services,11/04/2016,25519773694
2019,WTL.AX,WT FINANCIAL GROUP LIMITED,Financial Services,09/03/2015,26113830
2020,WTN.AX,WINTON LAND LIMITED,Real Estate Management & Development,17/12/2021,566532236
2021,WWG.AX,WISEWAY GROUP LIMITED,Transportation,31/10/2018,8531987
2022,WWI.AX,WEST WITS MINING LIMITED,Materials,19/12/2007,24673190
2023,WYX.AX,WESTERN YILGARN NL,Materials,25/05/2007,6032310
2024,WZR.AX,WISR LIMITED,Financial Services,16/03/1989,43581592
2025,X2M.AX,X2M CONNECT LIMITED,Technology Hardware & Equipment,22/09/2021,12897349
2026,X64.AX,TEN SIXTY FOUR LIMITED,Materials,23/12/2003,SUSPENDED
2027,XAM.AX,XANADU MINES LTD,Materials,21/12/2010,155593298
2028,XF1.AX,XREF LIMITED,Software & Services,18/04/2007,32580851
2029,XGL.AX,XAMBLE GROUP LIMITED,Media & Entertainment,06/07/2015,12735525
2030,XPN.AX,XPON TECHNOLOGIES GROUP LIMITED,Software & Services,16/12/2021,21252572
2031,XRF.AX,XRF SCIENTIFIC LIMITED,Capital Goods,31/10/2006,156236744
2032,XRG.AX,XREALITY GROUP LTD,Consumer Services,18/01/2013,23210023
2033,XRO.AX,XERO LIMITED,Software & Services,08/11/2012,17149103080
2034,XST.AX,XSTATE RESOURCES LIMITED,Energy,14/01/1988,2893672
2035,XTC.AX,XANTIPPE RESOURCES LIMITED,Materials,15/08/2007,28700249
2036,XTE.AX,XTEK LIMITED.,Capital Goods,15/09/2005,39687064
2037,YAL.AX,YANCOAL AUSTRALIA LIMITED,Energy,28/06/2012,5875955495
2038,YAR.AX,YARI MINERALS LIMITED,Materials,19/06/2006,7235367
2039,YBR.AX,YELLOW BRICK ROAD HOLDINGS LIMITED,Financial Services,31/01/2008,19256506
2040,YOJ.AX,YOJEE LIMITED,Software & Services,02/12/2010,19268861
2041,YOW.AX,YOWIE GROUP LTD,"Food, Beverage & Tobacco",15/09/1999,5464198
2042,YPB.AX,YPB GROUP LTD,Commercial & Professional Services,07/03/2005,1548122
2043,YRL.AX,YANDAL RESOURCES LIMITED,Materials,14/12/2018,9468185
2044,Z2U.AX,ZOOM2U TECHNOLOGIES LIMITED,Software & Services,10/09/2021,9883082
2045,ZAG.AX,ZULEIKA GOLD LIMITED,Materials,23/08/2010,7322709
2046,ZEO.AX,ZEOTECH LIMITED,Materials,16/10/2009,95160929
2047,ZER.AX,ZETA RESOURCES LIMITED,Not Applic,12/06/2013,169057277
2048,ZEU.AX,ZEUS RESOURCES LIMITED,Energy,21/01/2013,13899191
2049,ZGL.AX,ZICOM GROUP LIMITED,Capital Goods,12/11/1970,10084320
2050,ZIM.AX,ZIMPLATS HOLDINGS LIMITED,Materials,15/10/1998,2605907482
2051,ZIP.AX,ZIP CO LIMITED..,Financial Services,09/12/2009,369605576
2052,ZLD.AX,ZELIRA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",28/07/2003,17474619
2053,ZMI.AX,ZINC OF IRELAND NL,Materials,18/09/2007,4476030
2054,ZMM.AX,ZIMI LIMITED,Technology Hardware & Equipment,10/09/2007,4153301
2055,ZNC.AX,ZENITH MINERALS LIMITED,Materials,29/05/2007,34533327
2056,ZNO.AX,ZOONO GROUP LIMITED,Materials,21/07/1988,7787035
